Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Cr)
2019-12-31,667.00,678.10,663.85,667.10,665.55,16005,62.1796583
2019-12-30,670.80,671.75,660.35,665.55,667.50,16357,45.0205308
2019-12-27,672.00,677.00,660.00,667.50,668.60,13915,56.8629919
2019-12-26,685.65,692.00,665.10,668.60,682.80,27652,144.2503201
2019-12-24,672.70,684.70,666.00,682.80,667.90,25928,158.2762313
2019-12-23,652.00,673.35,652.00,667.90,649.75,19982,123.4633923
2019-12-20,652.10,667.00,648.55,649.75,649.25,16827,67.5217641
2019-12-19,641.00,652.95,637.85,649.25,644.15,10650,33.7889534
2019-12-18,657.00,661.20,635.85,644.15,654.70,17773,56.8278024
2019-12-17,656.95,663.05,653.45,654.70,654.00,10297,29.3016643
2019-12-16,665.05,674.00,652.45,654.00,666.65,5167,16.9838322
2019-12-13,662.90,676.95,658.00,666.65,659.60,32240,76.5386077
2019-12-12,650.10,661.15,650.10,659.60,649.55,15200,46.6544590
2019-12-11,650.00,655.35,642.65,649.55,651.15,7649,28.2288961
2019-12-10,662.50,663.75,649.00,651.15,662.60,5959,22.2900372
2019-12-09,666.00,669.90,656.65,662.60,663.85,6992,23.0431773
2019-12-06,667.00,669.50,657.85,663.85,665.90,10691,27.6044273
2019-12-05,667.00,675.00,662.10,665.90,665.55,7829,39.4740984
2019-12-04,661.00,667.45,655.70,665.55,660.60,5219,10.0597983
2019-12-03,668.90,669.00,657.10,660.60,666.90,4948,11.5844948
2019-12-02,676.90,684.95,662.30,666.90,676.90,18190,36.1821843
2019-11-29,671.20,681.85,667.90,676.90,671.20,19031,57.7354666
2019-11-28,658.00,672.60,656.05,671.20,659.80,8921,28.0238344
2019-11-27,656.00,665.90,654.65,659.80,655.90,10219,45.6986400
2019-11-26,661.60,666.45,650.30,655.90,661.65,8070,33.2420536
2019-11-25,640.55,663.50,638.00,661.65,640.55,19999,66.3487680
2019-11-22,638.95,644.90,633.15,640.55,638.85,16141,29.2617317
2019-11-21,649.00,650.35,637.05,638.85,647.95,20499,28.5785162
2019-11-20,646.00,654.30,641.40,647.95,645.45,12227,37.0561303
2019-11-19,649.00,665.70,642.60,645.45,645.55,19629,67.4494891
2019-11-18,642.10,649.40,642.00,645.55,639.15,16448,26.4767079
2019-11-15,632.75,640.95,632.00,639.15,631.40,15643,29.2986103
2019-11-14,628.30,636.00,624.60,631.40,632.30,7605,20.5588328
2019-11-13,635.90,641.85,629.35,632.30,634.20,19368,45.5875847
2019-11-11,628.90,637.55,628.00,634.20,631.55,9608,28.4891831
2019-11-08,645.00,645.95,627.95,631.55,643.80,7078,17.7667572
2019-11-07,644.00,647.80,642.10,643.80,643.55,5724,21.0248924
2019-11-06,637.00,650.80,635.00,643.55,636.85,11980,37.6123643
2019-11-05,639.00,647.00,628.70,636.85,635.85,15244,60.7499667
2019-11-04,638.70,643.90,634.15,635.85,634.75,8613,44.4648207
2019-11-01,631.00,644.85,628.05,634.75,626.80,20300,77.0431978
2019-10-31,617.25,632.15,608.35,626.80,614.30,29616,100.8057859
2019-10-30,633.00,636.70,607.10,614.30,622.65,36038,107.3259650
2019-10-29,614.75,630.70,610.70,622.65,614.70,17320,54.0787271
2019-10-27,609.90,616.80,609.85,614.70,609.65,1352,3.0335537
2019-10-25,616.00,616.85,606.50,609.65,612.45,3773,14.9964510
2019-10-24,612.00,621.00,607.35,612.45,610.30,14511,37.3048168
2019-10-23,619.80,620.65,607.20,610.30,615.95,5126,12.6878202
2019-10-22,613.00,626.60,613.00,615.95,613.50,16887,24.0175344
2019-10-18,607.00,618.90,606.15,613.50,606.15,17086,49.1195373
2019-10-17,596.00,607.85,591.70,606.15,594.35,8125,26.5002531
2019-10-16,591.40,599.00,585.20,594.35,588.20,7958,24.5738736
2019-10-15,593.70,593.70,582.70,588.20,590.00,12379,15.4218258
2019-10-14,593.70,598.50,587.65,590.00,593.65,6812,15.5454738
2019-10-11,581.95,595.50,579.20,593.65,578.85,10927,29.4395898
2019-10-10,588.50,591.60,576.50,578.85,588.35,8568,18.0173379
2019-10-09,578.80,591.00,576.00,588.35,577.05,5847,13.2246947
2019-10-07,576.85,579.85,568.10,577.05,576.85,5893,22.9294294
2019-10-04,582.10,584.00,575.00,576.85,585.25,15112,37.3633595
2019-10-03,582.10,589.60,575.75,585.25,582.30,11955,18.2280235
2019-10-01,591.15,599.65,576.10,582.30,588.95,13849,28.8702032
2019-09-30,595.20,596.50,585.00,588.95,596.50,11543,32.8332331
2019-09-27,603.40,611.05,595.00,596.50,606.40,7310,22.5236422
2019-09-26,603.00,610.25,600.20,606.40,601.15,15304,26.9237976
2019-09-25,603.80,606.45,592.05,601.15,607.15,9803,27.5387811
2019-09-24,624.40,624.40,603.50,607.15,606.00,36228,58.1104385
2019-09-23,599.95,612.70,591.80,606.00,590.45,17885,38.4951483
2019-09-20,570.00,596.75,561.05,590.45,568.20,14418,42.2651677
2019-09-19,579.00,582.75,566.45,568.20,581.85,12531,23.0476897
2019-09-18,576.70,585.50,574.25,581.85,576.50,6761,13.7501208
2019-09-17,588.30,589.15,574.75,576.50,588.30,11874,17.7570169
2019-09-16,590.35,600.70,585.70,588.30,596.50,15093,24.4033716
2019-09-13,589.80,597.55,585.40,596.50,586.85,9510,17.5337227
2019-09-12,591.50,594.00,584.50,586.85,591.95,17623,60.3067833
2019-09-11,589.00,594.55,586.25,591.95,587.80,9039,16.4096241
2019-09-09,578.50,592.50,577.25,587.80,579.45,11836,35.7316080
2019-09-06,578.00,582.75,575.00,579.45,578.90,7817,10.2145482
2019-09-05,573.00,584.95,572.75,578.90,573.50,14445,15.8768881
2019-09-04,577.00,586.15,568.60,573.50,579.80,18134,44.9450411
2019-09-03,578.80,583.00,575.25,579.80,584.30,14968,29.5005354
2019-08-30,575.00,588.95,566.20,584.30,570.40,22542,46.3124909
2019-08-29,563.00,575.40,557.35,570.40,565.00,21442,53.0182323
2019-08-28,561.00,568.00,558.60,565.00,559.70,19440,37.0899672
2019-08-27,557.15,563.00,552.65,559.70,557.15,11885,32.6225131
2019-08-26,554.00,562.00,547.80,557.15,553.25,10765,36.5565886
2019-08-23,547.55,557.00,543.00,553.25,550.55,10775,31.0048942
2019-08-22,556.35,556.35,544.40,550.55,556.35,12211,26.2170064
2019-08-21,562.00,562.80,553.80,556.35,563.65,12945,61.2163468
2019-08-20,560.35,565.35,553.65,563.65,560.00,10417,26.4300092
2019-08-19,554.00,564.35,546.40,560.00,555.90,13387,39.1159782
2019-08-16,556.00,559.95,548.70,555.90,562.75,16937,34.7757419
2019-08-14,550.00,572.65,550.00,562.75,553.15,31135,66.3764035
2019-08-13,570.00,570.15,543.00,553.15,567.35,30976,70.2722939
2019-08-09,582.80,602.00,564.40,567.35,564.50,56643,194.5031198
2019-08-08,562.50,568.20,553.10,564.50,564.45,14615,30.4073141
2019-08-07,572.95,572.95,560.10,564.45,570.10,18041,28.9573004
2019-08-06,555.00,572.90,555.00,570.10,559.75,14678,21.8574764
2019-08-05,562.70,566.15,547.50,559.75,562.70,11287,27.5407185
2019-08-02,561.15,569.90,553.00,562.70,566.65,13738,80.8404126
2019-08-01,576.95,582.00,563.15,566.65,576.75,14960,24.9806992
2019-07-31,567.70,582.30,562.60,576.75,572.20,15082,31.4208421
2019-07-30,574.05,579.00,565.00,572.20,578.65,16945,99.7344088
2019-07-29,598.00,598.00,574.40,578.65,594.55,20470,50.3793562
2019-07-26,596.05,600.50,592.40,594.55,598.10,10698,16.7265736
2019-07-25,592.50,601.30,592.50,598.10,593.35,11048,23.2297116
2019-07-24,595.80,597.95,592.05,593.35,595.80,6106,13.3077599
2019-07-23,598.35,603.70,592.50,595.80,598.35,5397,11.7012822
2019-07-22,592.65,601.50,590.00,598.35,592.65,6764,15.9346403
2019-07-19,607.55,609.00,590.00,592.65,602.70,15408,23.2240719
2019-07-18,611.00,616.00,599.35,602.70,610.45,10079,18.8194853
2019-07-17,608.00,615.85,604.55,610.45,606.65,11882,30.9492885
2019-07-16,596.55,608.00,589.10,606.65,594.60,11199,28.6327099
2019-07-15,602.80,610.00,591.25,594.60,599.85,32066,85.9499871
2019-07-12,595.95,603.15,592.50,599.85,596.35,9224,24.2196523
2019-07-11,595.00,600.00,592.00,596.35,594.65,5586,11.7781234
2019-07-10,598.20,600.95,589.00,594.65,593.80,13933,36.7392616
2019-07-09,592.00,598.20,588.15,593.80,592.00,15078,29.7970243
2019-07-08,602.00,605.60,588.70,592.00,605.60,20498,22.8861934
2019-07-05,619.90,620.75,601.10,605.60,617.95,12715,17.3893977
2019-07-04,618.40,623.00,616.75,617.95,616.25,14755,20.7913615
2019-07-03,622.80,630.00,613.15,616.25,621.40,19322,40.3566387
2019-07-02,620.00,626.35,618.35,621.40,619.70,7499,20.5331477
2019-07-01,623.90,626.65,617.00,619.70,626.60,14277,24.7423064
2019-06-28,633.00,633.00,616.65,626.60,641.30,27536,78.7644837
2019-06-27,631.50,645.00,627.05,641.30,628.40,16496,38.6445990
2019-06-26,615.00,644.35,612.10,628.40,615.80,39770,76.4033840
2019-06-25,607.55,621.75,601.40,615.80,611.40,21996,58.0290716
2019-06-24,607.60,616.00,606.50,611.40,607.55,16256,35.8925570
2019-06-21,612.10,614.40,599.10,607.55,616.10,21312,41.1228186
2019-06-20,605.05,620.25,597.60,616.10,610.00,21166,45.0969406
2019-06-19,623.10,625.50,604.85,610.00,621.50,26587,41.7687367
2019-06-18,622.00,626.55,618.10,621.50,622.05,8857,17.5787525
2019-06-17,627.20,631.20,620.00,622.05,628.00,14838,29.8698036
2019-06-14,628.00,637.95,625.25,628.00,631.35,18827,26.9930197
2019-06-13,627.90,634.30,624.00,631.35,627.30,14379,24.2638852
2019-06-12,635.95,636.80,625.00,627.30,636.80,25087,30.4736920
2019-06-11,626.00,641.00,622.30,636.80,627.25,18071,25.0600662
2019-06-10,629.30,634.35,622.95,627.25,628.55,28317,20.5932788
2019-06-07,621.00,630.55,621.00,628.55,624.00,23355,20.9911471
2019-06-06,626.35,632.45,619.25,624.00,630.95,24588,36.4656085
2019-06-04,633.00,645.00,625.30,630.95,630.65,29648,67.8549454
2019-06-03,632.00,642.75,629.00,630.65,631.10,14135,34.6478816
2019-05-31,634.70,638.50,628.55,631.10,633.05,18685,56.7608062
2019-05-30,636.00,640.55,629.00,633.05,635.15,20588,39.2290135
2019-05-29,647.80,649.90,632.55,635.15,645.40,24362,28.3315801
2019-05-28,637.00,648.65,631.10,645.40,635.85,29800,46.6289644
2019-05-27,629.00,637.40,626.90,635.85,628.35,22537,44.3082317
2019-05-24,617.00,629.80,617.00,628.35,616.35,20273,31.3424057
2019-05-23,625.50,631.70,611.00,616.35,622.50,25188,37.4589821
2019-05-22,616.50,629.95,616.45,622.50,616.40,44687,67.1751609
2019-05-21,611.40,619.05,599.15,616.40,609.45,45603,100.1205472
2019-05-20,626.10,635.00,607.00,609.45,619.75,61656,122.9097227
2019-05-17,604.00,624.20,600.50,619.75,603.60,61707,208.7846370
2019-05-16,562.00,607.95,553.05,603.60,556.80,150103,544.6529489
2019-05-15,578.60,578.60,555.30,556.80,574.10,16266,27.0808232
2019-05-14,575.00,581.50,565.50,574.10,574.90,21082,29.7733762
2019-05-13,590.95,592.55,570.15,574.90,590.00,11197,34.6671482
2019-05-10,589.75,594.65,589.00,590.00,589.00,6870,19.6984574
2019-05-09,589.00,596.50,585.05,589.00,590.25,8316,22.1633661
2019-05-08,594.05,601.00,584.25,590.25,596.00,11097,34.2346698
2019-05-07,604.00,611.30,592.05,596.00,605.20,26770,92.0377227
2019-05-06,562.00,610.40,561.75,605.20,556.50,87286,387.5603344
2019-05-03,575.00,577.80,552.30,556.50,576.50,26009,110.5269059
2019-05-02,574.00,585.30,570.05,576.50,577.15,9186,22.1628555
2019-04-30,583.00,583.60,564.35,577.15,580.40,11404,27.4195500
2019-04-26,574.00,582.20,572.50,580.40,572.20,9170,29.3740753
2019-04-25,582.00,583.10,570.70,572.20,582.75,16232,48.9661968
2019-04-24,584.90,586.90,575.80,582.75,584.15,10960,37.8672036
2019-04-23,587.00,589.70,581.10,584.15,587.65,5091,36.5365030
2019-04-22,597.00,597.00,584.05,587.65,597.70,10406,25.2275049
2019-04-18,612.25,612.25,590.70,597.70,612.25,15175,43.0112903
2019-04-16,611.40,619.40,610.00,612.25,610.75,8075,23.0704484
2019-04-15,607.55,615.50,604.40,610.75,607.40,14302,20.1739686
2019-04-12,603.15,611.00,601.05,607.40,605.70,12833,25.9643130
2019-04-11,610.00,613.85,603.75,605.70,611.30,7610,21.4204255
2019-04-10,605.15,614.65,600.65,611.30,608.60,8570,38.6830081
2019-04-09,611.95,612.25,604.00,608.60,611.95,8789,24.9023981
2019-04-08,608.50,614.00,602.00,611.95,606.95,15209,50.3483757
2019-04-05,609.00,612.00,601.30,606.95,604.80,21950,57.0966894
2019-04-04,590.15,608.00,588.20,604.80,590.95,22575,69.5724903
2019-04-03,599.80,603.90,588.75,590.95,595.45,16576,57.1531348
2019-04-02,583.15,598.80,583.15,595.45,584.10,16609,46.3646939
2019-04-01,593.95,599.00,582.60,584.10,588.80,13703,39.8363916
2019-03-29,590.50,594.70,579.20,588.80,587.25,20086,86.0359078
2019-03-28,584.00,589.40,578.20,587.25,583.50,16822,35.1591804
2019-03-27,584.35,585.00,577.00,583.50,582.95,14641,56.6644935
2019-03-26,577.50,585.00,572.50,582.95,574.70,12861,33.3260728
2019-03-25,580.70,581.50,570.75,574.70,581.15,13133,28.9315338
2019-03-22,585.95,588.00,575.15,581.15,585.30,9098,33.3834275
2019-03-20,592.90,594.25,583.35,585.30,591.85,6938,20.9520662
2019-03-19,596.90,596.90,587.25,591.85,589.75,12993,37.4764097
2019-03-18,586.00,597.95,581.20,589.75,585.75,20284,63.5085892
2019-03-15,580.00,588.40,576.65,585.75,577.90,12977,42.2477351
2019-03-14,580.00,584.00,569.05,577.90,578.60,17754,48.5354819
2019-03-13,583.00,589.10,576.35,578.60,583.60,13928,44.9951183
2019-03-12,594.40,595.00,582.00,583.60,588.55,32107,58.9958524
2019-03-11,580.10,590.00,580.00,588.55,577.90,39064,88.9467497
2019-03-08,589.95,592.00,573.00,577.90,580.50,32710,112.7189276
2019-03-07,575.00,584.90,569.00,580.50,577.00,32116,133.4901032
2019-03-06,588.00,588.00,575.50,577.00,579.25,25702,77.5882689
2019-03-05,566.00,582.50,565.15,579.25,564.55,40908,143.1656315
2019-03-01,559.95,568.40,559.00,564.55,556.35,24151,59.5978701
2019-02-28,557.50,561.55,554.65,556.35,555.95,20757,48.0436954
2019-02-27,560.00,564.50,550.40,555.95,558.05,15788,33.4661526
2019-02-26,563.00,566.45,556.00,558.05,566.55,20502,46.5961337
2019-02-25,567.80,570.15,562.05,566.55,564.80,9965,32.1796915
2019-02-22,563.50,569.00,558.00,564.80,565.85,10431,23.6024751
2019-02-21,569.45,572.50,563.85,565.85,565.05,14465,19.1574558
2019-02-20,569.55,572.00,562.35,565.05,566.05,9610,15.4941726
2019-02-19,556.55,572.65,556.00,566.05,554.85,14432,40.1307852
2019-02-18,556.00,561.95,551.00,554.85,555.15,19353,33.8523123
2019-02-15,565.20,565.20,550.10,555.15,566.60,16706,31.7978300
2019-02-14,563.70,569.45,554.50,566.60,565.00,12939,26.3372597
2019-02-13,569.80,580.65,561.60,565.00,569.00,23407,34.0774378
2019-02-12,583.00,586.20,566.45,569.00,585.05,26061,47.9987163
2019-02-11,593.00,597.75,580.00,585.05,594.25,27885,65.0988734
2019-02-08,596.60,605.00,590.95,594.25,598.10,34290,58.9264703
2019-02-07,594.00,602.75,588.90,598.10,594.40,47461,104.2190478
2019-02-06,620.00,632.80,586.35,594.40,645.70,92631,327.9445194
2019-02-05,657.35,664.30,641.15,645.70,657.35,23749,41.6445652
2019-02-04,664.65,668.65,655.00,657.35,668.00,13270,27.6190844
2019-02-01,678.00,679.00,662.00,668.00,674.30,15883,26.7609540
2019-01-31,677.60,685.95,671.80,674.30,680.30,11650,28.3797884
2019-01-30,671.00,682.90,666.00,680.30,667.10,17513,17.1077701
2019-01-29,658.80,671.00,656.30,667.10,661.45,14204,26.5430756
2019-01-28,680.10,685.60,656.80,661.45,682.45,16676,37.1911924
2019-01-25,686.00,694.00,679.40,682.45,689.20,16857,33.5065797
2019-01-24,680.25,690.15,678.25,689.20,681.25,12278,25.9524464
2019-01-23,688.00,692.50,678.70,681.25,688.25,14882,18.6006791
2019-01-22,691.00,694.00,677.50,688.25,688.05,12420,21.3154636
2019-01-21,693.90,697.70,685.50,688.05,693.70,4711,16.2811567
2019-01-18,691.20,695.85,685.55,693.70,693.10,6461,12.8198513
2019-01-17,698.00,698.00,690.05,693.10,694.90,5572,14.3117837
2019-01-16,695.10,702.35,693.15,694.90,695.35,14310,16.6004969
2019-01-15,696.00,699.00,692.05,695.35,693.05,6478,12.9399739
2019-01-14,696.90,697.00,691.55,693.05,697.75,8240,16.8447615
2019-01-11,699.30,700.50,693.65,697.75,699.25,3423,11.8156190
2019-01-10,695.10,701.15,695.10,699.25,697.15,5902,14.3224948
2019-01-09,700.15,701.55,692.05,697.15,699.80,10324,19.5918602
2019-01-08,699.90,705.00,697.00,699.80,699.90,4657,16.3097806
2019-01-07,702.65,706.00,694.10,699.90,698.45,5583,16.3062517
2019-01-04,696.00,704.80,694.50,698.45,694.45,9674,60.7727290
2019-01-03,701.50,705.70,691.10,694.45,700.85,12867,31.5769029
2019-01-02,706.90,709.05,697.05,700.85,705.30,9606,53.7722765
2019-01-01,708.00,712.65,704.30,705.30,706.70,5054,24.6427368
2018-12-31,711.00,720.80,704.95,706.70,709.50,12006,50.3166037
2018-12-28,705.90,715.00,705.90,709.50,701.85,9225,37.0254964
2018-12-27,705.00,710.95,698.05,701.85,701.25,17628,59.3542809
2018-12-26,710.00,714.00,686.75,701.25,710.15,9321,32.1821264
2018-12-24,704.00,717.00,699.00,710.15,704.60,8218,26.5263625
2018-12-21,720.00,726.00,701.15,704.60,717.70,8653,30.4180786
2018-12-20,707.65,727.40,703.20,717.70,711.80,16970,52.5426050
2018-12-19,715.25,722.60,708.70,711.80,715.45,11098,39.2300840
2018-12-18,707.90,724.55,702.15,715.45,705.45,23627,76.7878463
2018-12-17,687.00,715.70,687.00,705.45,687.30,21610,61.0035127
2018-12-14,692.00,695.80,683.30,687.30,690.35,5790,15.0365057
2018-12-13,690.00,694.95,685.05,690.35,688.00,9115,17.4179305
2018-12-12,672.35,689.50,672.35,688.00,671.35,8502,31.1091163
2018-12-11,652.00,677.20,652.00,671.35,657.05,6885,14.3546695
2018-12-10,666.85,669.95,654.20,657.05,673.95,7459,24.0578556
2018-12-07,670.00,676.60,662.00,673.95,668.90,8581,19.9518201
2018-12-06,663.00,675.00,660.65,668.90,666.50,18760,52.1331195
2018-12-05,682.50,683.65,665.00,666.50,683.30,23789,48.4654934
2018-12-04,697.05,702.00,681.30,683.30,696.75,15597,32.5656939
2018-12-03,697.25,703.05,691.20,696.75,697.45,7646,23.2791682
2018-11-30,702.95,715.50,691.00,697.45,699.35,34249,96.3213920
2018-11-29,693.25,703.95,690.05,699.35,692.50,14107,60.3862614
2018-11-28,712.00,715.50,689.25,692.50,709.05,12563,45.8900382
2018-11-27,698.00,722.80,696.05,709.05,699.20,38684,108.5092202
2018-11-26,700.00,707.00,689.95,699.20,699.40,10905,29.7993348
2018-11-22,687.00,706.80,687.00,699.40,684.95,24331,44.3039367
2018-11-21,688.15,693.75,679.20,684.95,691.50,25644,30.1311239
2018-11-20,702.00,708.00,686.85,691.50,700.00,24698,46.1006573
2018-11-19,698.80,705.00,693.00,700.00,695.85,30367,38.9853110
2018-11-16,691.95,698.25,686.00,695.85,687.50,17881,17.0573725
2018-11-15,699.50,703.45,684.15,687.50,699.50,22661,26.5056536
2018-11-14,692.00,708.80,689.00,699.50,687.05,29597,41.4832302
2018-11-13,688.55,702.65,680.40,687.05,698.80,24166,37.0817009
2018-11-12,700.00,707.00,690.25,698.80,699.40,15005,20.1096450
2018-11-09,704.50,712.55,697.00,699.40,702.35,16800,23.9670249
2018-11-07,697.90,704.85,697.80,702.35,693.80,1921,5.7431218
2018-11-06,681.25,703.95,681.25,693.80,680.15,18424,37.9333258
2018-11-05,692.95,693.00,668.00,680.15,696.15,21315,74.8422002
2018-11-02,694.75,712.30,690.55,696.15,688.00,16266,45.2518416
2018-11-01,686.80,693.95,679.85,688.00,685.75,12312,28.7741739
2018-10-31,681.55,690.00,670.40,685.75,681.15,8487,19.6104537
2018-10-30,686.00,687.95,674.05,681.15,685.20,13731,21.8732424
2018-10-29,674.00,688.65,667.65,685.20,671.00,19858,38.0948827
2018-10-26,664.00,675.00,652.50,671.00,666.50,16987,29.1153543
2018-10-25,661.50,681.50,653.60,666.50,668.35,18697,44.7631593
2018-10-24,673.00,679.50,661.40,668.35,671.50,10033,29.7329424
2018-10-23,661.00,676.95,660.00,671.50,669.35,10119,25.5410562
2018-10-22,674.00,685.00,662.30,669.35,671.95,10614,30.9428515
2018-10-19,667.70,676.35,652.50,671.95,670.10,8768,20.1553751
2018-10-17,678.20,686.60,663.75,670.10,676.55,11564,27.4944176
2018-10-16,657.00,687.00,654.00,676.55,649.80,18789,55.5124265
2018-10-15,661.00,661.00,641.00,649.80,655.95,15868,34.3345404
2018-10-12,640.00,659.80,637.30,655.95,634.35,20065,27.2434616
2018-10-11,639.85,650.15,623.10,634.35,649.50,25801,45.0519017
2018-10-10,631.50,657.00,628.95,649.50,635.75,17189,37.7656126
2018-10-09,638.00,643.45,622.00,635.75,640.25,11600,23.4913737
2018-10-08,655.00,662.50,630.45,640.25,655.55,16887,46.3321928
2018-10-05,659.00,664.95,646.05,655.55,660.25,11416,25.4934228
2018-10-04,660.00,671.95,650.50,660.25,669.25,17069,23.9383527
2018-10-03,692.00,696.00,666.05,669.25,690.50,13977,34.4272543
2018-10-01,696.55,696.55,670.50,690.50,692.40,9067,25.1640123
2018-09-28,682.10,697.80,675.75,692.40,681.85,17250,50.3759826
2018-09-27,697.10,698.75,679.30,681.85,699.00,14567,38.4153503
2018-09-26,712.10,712.95,695.20,699.00,710.80,10611,20.7536780
2018-09-25,707.75,717.65,688.25,710.80,707.95,11485,26.6669966
2018-09-24,734.00,734.05,703.00,707.95,736.75,8915,23.4170273
2018-09-21,738.00,743.95,675.10,736.75,738.75,31194,111.7332948
2018-09-19,742.55,746.95,734.75,738.75,741.15,8709,19.1765511
2018-09-18,751.40,752.65,733.50,741.15,751.00,12304,29.7937801
2018-09-17,746.50,762.50,740.00,751.00,746.70,13800,34.2918060
2018-09-14,751.00,756.40,742.35,746.70,748.25,20017,28.1369636
2018-09-12,734.00,751.25,724.75,748.25,738.10,11327,22.3863837
2018-09-11,745.30,749.05,735.00,738.10,747.00,11729,41.9001598
2018-09-10,759.65,763.00,745.10,747.00,760.60,10045,27.5531193
2018-09-07,743.00,764.85,739.00,760.60,743.90,17876,50.5762054
2018-09-06,743.00,758.90,738.00,743.90,740.90,13320,44.0749132
2018-09-05,741.20,748.95,733.95,740.90,748.75,19955,57.1632443
2018-09-04,765.00,765.00,744.35,748.75,767.95,25253,72.9958047
2018-09-03,760.00,782.00,756.00,767.95,759.65,29589,83.3313647
2018-08-31,757.50,769.80,754.55,759.65,759.90,17393,37.4409858
2018-08-30,754.25,766.60,744.55,759.90,757.70,32704,82.7345502
2018-08-29,750.80,762.50,750.10,757.70,749.40,17976,79.2287938
2018-08-28,750.50,757.40,741.00,749.40,748.95,20747,78.9873630
2018-08-27,734.90,750.65,726.85,748.95,729.85,30367,121.8550702
2018-08-24,710.30,733.15,710.10,729.85,709.05,42231,136.1173971
2018-08-23,712.00,714.55,702.00,709.05,708.25,9786,29.8221505
2018-08-21,707.65,710.85,700.00,708.25,703.65,7490,29.4799497
2018-08-20,714.95,715.30,697.75,703.65,707.80,37762,85.5645241
2018-08-17,702.00,713.75,694.10,707.80,694.95,16353,58.8387539
2018-08-16,680.25,704.90,674.00,694.95,677.75,27640,105.2676234
2018-08-14,674.50,682.80,648.25,677.75,675.85,46092,186.7671864
2018-08-13,669.10,681.00,665.40,675.85,672.80,11848,24.3179451
2018-08-10,675.45,678.50,670.00,672.80,674.60,9217,28.7403040
2018-08-09,674.95,678.80,670.00,674.60,671.65,5839,14.5336702
2018-08-08,669.95,684.00,666.00,671.65,668.35,17009,49.5152656
2018-08-07,693.05,695.80,664.40,668.35,693.00,15591,67.2726101
2018-08-06,694.20,701.00,690.20,693.00,693.05,4867,13.9033087
2018-08-03,690.05,703.00,686.15,693.05,690.10,17847,55.3422925
2018-08-02,684.95,699.30,676.40,690.10,684.90,21787,34.3190762
2018-08-01,690.00,692.00,682.60,684.90,688.90,11841,15.3855593
2018-07-31,684.25,694.25,680.85,688.90,685.25,10021,20.1036209
2018-07-30,680.00,689.05,678.25,685.25,679.45,5748,17.5580958
2018-07-27,674.00,687.55,673.90,679.45,673.85,11368,20.5591314
2018-07-26,672.25,682.25,669.60,673.85,672.20,11404,39.4390497
2018-07-25,672.00,678.05,666.00,672.20,670.55,9482,25.2368983
2018-07-24,670.00,682.65,667.85,670.55,669.70,8730,32.4473874
2018-07-23,662.00,674.75,656.00,669.70,660.15,14640,41.7002196
2018-07-20,669.00,670.45,658.95,660.15,666.75,5764,20.5807416
2018-07-19,668.05,677.65,657.00,666.75,667.40,14207,41.2801095
2018-07-18,686.00,692.40,663.10,667.40,683.95,8526,37.2586568
2018-07-17,669.85,686.70,662.35,683.95,669.45,8046,31.3538624
2018-07-16,682.90,684.50,667.00,669.45,706.10,12026,35.7895902
2018-07-13,720.00,720.20,704.00,706.10,713.75,12356,36.9887747
2018-07-12,707.50,716.20,707.25,713.75,705.35,25205,40.0123785
2018-07-11,708.40,716.90,698.60,705.35,710.30,15217,46.2164963
2018-07-10,714.00,726.80,707.20,710.30,711.95,10488,36.0933647
2018-07-09,704.10,716.40,704.10,711.95,702.25,11108,39.7252712
2018-07-06,691.60,704.45,688.00,702.25,693.40,7715,26.8799787
2018-07-05,692.60,696.00,683.40,693.40,691.65,10581,25.5887455
2018-07-04,703.65,705.00,689.80,691.65,703.65,8007,24.8916375
2018-07-03,687.30,718.00,685.00,703.65,692.20,18006,47.8310719
2018-07-02,700.00,701.00,681.05,692.20,697.85,9584,23.9951755
2018-06-29,691.40,701.00,685.25,697.85,689.60,13309,24.1677403
2018-06-28,705.00,706.80,682.50,689.60,707.00,17602,39.5173622
2018-06-27,705.50,712.80,701.05,707.00,706.80,18321,45.8912196
2018-06-26,713.10,713.25,698.25,706.80,716.60,13130,36.4469137
2018-06-25,718.00,723.70,715.25,716.60,719.50,9128,21.1192607
2018-06-22,726.05,728.50,715.10,719.50,729.05,8611,39.0164135
2018-06-21,728.10,739.95,726.10,729.05,729.75,14982,44.4037534
2018-06-20,725.00,732.55,715.75,729.75,724.10,10896,17.1097190
2018-06-19,732.40,732.40,719.15,724.10,732.40,7368,27.3305517
2018-06-18,740.00,744.00,730.00,732.40,739.70,6754,21.8993971
2018-06-15,738.00,744.00,729.65,739.70,739.10,16935,50.1488316
2018-06-14,739.50,740.25,733.50,739.10,741.35,8057,24.0991505
2018-06-13,742.40,743.05,731.60,741.35,745.20,14574,45.7070628
